"element","name","card_name","card","rarity","max_lv","cost","atk","defense","hp","support","main_race","secondary_race","generation","main_skill","main_skill_turns","leader_skill","leader_skill_turns","source_page"
"Knight","Gizmon: Prototype","","6-731","Rare","30","5","103","93","118","109","Machine","N/A","Child","Small Knight Defense Boost","6","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Gizmon: Attacker","","6-732","Queen","40","4","155","121","133","135","Machine","N/A","Adult","Knight Drive","4","Weaken All Enemies","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Gizumon: X-Terminator","","6-733","King","50","5","167","140","160","148","Machine","N/A","Perfect","Large Knight Attack Boost","13","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Queenchessmon","QueenChessmon","6-758","SP +","70","7","207","198","165","158","Machine","N/A","Ultimate","Weaken Nature Enemies","11","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rookchessmon","RookChessmon","6-759","SP +","70","7","143","232","143","152","Machine","N/A","Perfect","Medium Knight Defense Boost","9","Extra Large Sacrifice Strike","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Paunchessmon (white)","PaunChessmon (White)","6-761","Common","20","5","82","105","98","121","Machine","N/A","Child","Knight Drive","5","Small Knight Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Paunchessmon (white)","PaunChessmon (White)","6-762","Rare","30","5","104","134","111","132","Machine","N/A","Child","Medium Knight Attack Boost","9","All Attack","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Paunchessmon (white)","PaunChessmon (White)","6-763","Queen","40","4","113","140","120","146","Machine","N/A","Child","Knight Release","8","Medium Knight Defense Boost","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Knightchessmon (white)","KnightChessmon (White)","6-764","Uncommon","25","4","87","113","97","108","Machine","N/A","Adult","Knight Drive","4","Dragon Seal","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rookchessmon","RookChessmon","6-765","Rare","30","5","83","180","191","102","Machine","N/A","Perfect","Small Knight Defense Boost","7","Large Damage to All","16","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Queenchessmon","QueenChessmon","6-766","Queen","40","4","172","154","136","129","Machine","N/A","Ultimate","Medium Defense Boost","7","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Paunchessmon (black)","PaunChessmon (Black)","6-767","Common","20","5","87","114","89","103","Machine","N/A","Child","Knight Support","5","Small Knight Defense Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Knightchessmon (black)","KnightChessmon (Black)","6-768","Uncommon","25","4","101","125","86","117","Machine","N/A","Adult","Dragon Support","4","Nature Seal","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Bishopchessmon","BishopChessmon","6-769","Rare","30","5","101","110","121","153","Machine","N/A","Perfect","Small Recovery","5","Knight Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Bishopchessmon","BishopChessmon","6-770","God","60","7","162","157","141","185","Machine","N/A","Perfect","Medium Recovery","7","Enemy Attack Down Large","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Bishopchessmon","BishopChessmon","6-771","God +","60","7","169","164","146","193","Machine","N/A","Perfect","Large Recovery","9","All Knight","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kingchessmon","KingChessmon","6-772","King","50","5","114","125","94","170","Machine","N/A","Ultimate","Recovery Boost 1","5","Medium Knight Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kingchessmon","KingChessmon","6-773","God","60","7","135","146","122","189","Machine","N/A","Ultimate","Big Enemy Attack Delay","14","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kingchessmon","KingChessmon","6-774","God +","60","7","153","160","130","191","Machine","N/A","Ultimate","Enemy Attack Down Large","13","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kingchessmon","KingChessmon","6-775","God +","60","7","158","167","142","197","Machine","N/A","Ultimate","Enemy Attack Down Large","12","Evolution 2","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Darkdramon","","6-818","God","60","7","180","171","164","110","Machine","N/A","Ultimate","Enemy Attack Down Medium","8","Weaken All Enemies","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Queenchessmon","QueenChessmon","6-819","Queen","40","4","163","135","140","148","Machine","N/A","Ultimate","Large Knight Defense Boost","13","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Justimon","","6-820","God","60","7","162","141","192","132","Machine","N/A","Ultimate","Large Damage Return","9","Knight Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Vikemon","","6-821","God","60","7","196","158","211","122","Machine","N/A","Ultimate","Large Attack Boost","15","Large Knight Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Beelzebumon","","6-822","God","60","7","183","121","158","144","Machine","N/A","Ultimate","Large Recovery","9","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rookchessmon","","6-823","King","50","5","125","197","199","102","Machine","N/A","Perfect","Medium Defense Boost","8","Medium Damage to All","12","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Targetmon","","6-878","King","50","5","121","104","118","148","Machine","N/A","Adult","Dragon Support","4","Knight Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Shoutmon x7","Shoutmon X7","6-893","SP","60","7","208","176","129","123","Machine","N/A","Xros Wars","Enemy Defense Down Large","13","All Knight","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Dukemon X antibody","Dukemon X-Antibody","6-899","SP +","70","7","218","197","199","162","Machine","N/A","Ultimate","Knight Release","7","Total Weaken All Enemies","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Metalgarurumon X antibody","MetalGarurumon X-Antibody","6-904","God","60","7","152","170","148","123","Machine","N/A","Ultimate","All Knight","9","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Omegamon","","6-922","SP +","70","7","174","157","171","181","Machine","N/A","Ultimate","Maximum Gamble Attack","22","Replace (wild)","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Jupitermon","","6-939","God +","60","7","202","167","171","162","Machine","N/A","Ultimate","Large Skill Boost","19","Nature Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Jupitermon","","6-939","God +","50","7","202","167","171","162","Machine","N/A","Ultimate","Large Skill Boost","19","Nature Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Jupitermon","","6-939","God +","40","7","202","167","171","162","Machine","N/A","Ultimate","Large Skill Boost","19","Nature Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Tonosamamamemon","TonosamaMamemon","6-957","God","60","7","102","119","152","190","Machine","N/A","Ultimate","Small Enemy Attack Delay","8","Weaken All Enemies","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Deckerdramon","","6-976","SP +","70","7","162","199","143","150","Machine","N/A","Xros Wars","Medium Defense Boost","7","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Beowolfmon vs Duskmon","BeoWolfmon vs Duskmon","6-982","Legendary Rare","70","7","118","257","201","199","Machine","Dark","Hybrid/Hybrid","Evolution 2","6","Extra Large Gamble Attack All","17","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Beowolfmon vs Duskmon","BeoWolfmon vs Duskmon","6-983","Legendary Rare","70","7","123","262","206","204","Machine","Dark","Hybrid/Hybrid","Evolution 2","6","Extra Large Gamble Attack All","17","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Arresterdramon","","6-988","King","50","5","153","118","161","147","Machine","N/A","Xros Wars","Enemy Defense Down Medium","8","All Knight","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Troopmon","","6-989","King","50","5","178","107","190","197","Machine","N/A","Xros Wars","Weaken Dragon Enemies","12","Recovery Boost 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Ultimatebrakimon","UltimateBrakimon","7-012","SP +","70","7","243","187","221","97","Machine","N/A","Ultimate","Knight Release","7","Medium Defense Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rusttyranomon","RustTyranomon","7-014","SP +","70","7","207","219","240","173","Machine","N/A","Ultimate","All Nine","9","Extra Large Gamble Attack All","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Ex-tyranomon","Ex-Tyranomon","7-015","SP +","70","7","175","234","119","162","Machine","N/A","Perfect","Big Enemy Attack Delay","14","Large Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rusttyranomon","RustTyranomon","7-017","SP +","70","7","212","224","245","178","Machine","N/A","Ultimate","All Nine","9","Extra Large Gamble Attack All","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Ex-tyranomon","Ex-Tyranomon","7-018","SP +","70","7","180","239","124","167","Machine","N/A","Perfect","Big Enemy Attack Delay","14","Large Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Bellestarmon","BelleStarmon","7-053","God","60","7","151","159","143","137","Machine","N/A","Ultimate","All Nine","9","Medium KO Enemy","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Bellestarmon","BelleStarmon","7-054","God +","60","7","161","169","153","147","Machine","N/A","Ultimate","All Nine","8","Medium KO Enemy","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Grademon","","7-066","SP +","70","7","193","156","165","126","Machine","N/A","Perfect","Reshuffle (knight)","5","All Knight","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Darkdramon","","7-071","God","60","7","169","187","150","86","Machine","N/A","Ultimate","Enemy Attack Down Small","6","Enemy Defense Down Small","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Aegisdramon","","7-085","SP +","70","7","276","165","202","197","Machine","N/A","Ultimate","Knight Drive","4","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Nature","Tentomon","","1-054","Common","10","2","31","38","51","24","Nature","N/A","Child","Small Nature Attack Boost","7","Enemy Attack Down Small","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Palmon","","1-055","Common","10","2","39","27","51","25","Nature","N/A","Child","Nature Drive","5","Small Absorption","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Gomamon","","1-056","Common","10","2","35","28","49","24","Nature","N/A","Child","Enemy Attack Down Small","7","Small Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Piyomon","","1-057","Common","10","1","27","28","48","20","Nature","N/A","Child","Enemy Defense Down Small","7","Small Nature Defense Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kuwagamon","","1-059","Uncommon","20","3","54","68","76","47","Nature","N/A","Adult","Medium Damage to All","12","Enemy Defense Down Medium","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kabuterimon","","1-060","Uncommon","20","3","67","55","75","47","Nature","N/A","Adult","Medium Nature Attack Boost","9","Enemy Defense Down Medium","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Birdramon","","1-061","Uncommon","20","2","52","52","75","51","Nature","N/A","Adult","Enemy Defense Down Medium","9","Medium Nature Defense Boost","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Togemon","","1-062","Common","10","2","56","46","65","36","Nature","N/A","Adult","Medium Nature Attack Boost","9","Nature Release","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Ikkakumon","","1-063","Common","10","2","52","47","65","37","Nature","N/A","Adult","Enemy Attack Down Medium","9","Small Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Airdramon","","1-066","Common","20","2","128","41","64","51","Nature","N/A","Adult","Large Damage Return","10","Knight Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Atlurkabuterimon","AtlurKabuterimon","1-068","Rare","30","4","81","81","96","60","Nature","N/A","Perfect","Large Nature Attack Boost","14","Enemy Defense Down Large","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Oukuwamon","","1-070","Rare","30","3","78","70","89","58","Nature","N/A","Perfect","Large Damage to All","16","Enemy Defense Down Large","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Garudamon","","1-071","Rare","30","3","76","71","95","73","Nature","N/A","Perfect","Enemy Defense Down Large","14","Large Skill Boost","20","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Zudomon","","1-072","Queen","40","4","87","84","98","67","Nature","N/A","Perfect","Enemy Attack Down Large","14","Medium Recovery","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Megaseadramon","MegaSeadramon","1-073","Uncommon","30","4","89","112","108","57","Nature","N/A","Perfect","Small Absorption","6","All Nature","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Grankuwagamon","GranKuwagamon","1-073","Rare","30","6","96","94","110","76","Nature","N/A","Ultimate","Extra Large Damage to All","20","Small Enemy Attack Delay","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Heraklekabuterimon","HerakleKabuterimon","1-077","King","50","7","114","109","122","96","Nature","N/A","Ultimate","Extra Large Nature Attack Boost","19","Enemy Defense Down Extra Large","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Metalseadramon","MetalSeadramon","1-080","Rare","50","6","179","180","148","88","Nature","N/A","Ultimate","Extra Large Nature Defense Boost","18","Nature Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Rosemon","","1-081","King","50","7","110","107","130","107","Nature","N/A","Ultimate","Extra Large Damage Return","13","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Aquilamon","","2-046","Common","20","2","60","74","63","48","Nature","N/A","Adult","Nature Release","7","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Ankylomon","","2-047","Queen","30","3","111","101","102","88","Nature","N/A","Adult","Medium Recovery","8","Wild Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lilamon","","2-056","Queen","40","3","82","76","98","72","Nature","N/A","Perfect","Large Damage Return","10","Large Recovery","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kingetemon","KingEtemon","2-057","King","60","4","181","151","171","121","Nature","N/A","Ultimate","Big Enemy Attack Delay","14","Nature Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kamemon","","3-038","Common","10","1","26","30","45","21","Nature","N/A","Child","Small Nature Attack Boost","7","Small Damage Return","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Sunflowmon","","3-042","Uncommon","20","2","53","51","72","49","Nature","N/A","Adult","Medium Damage Return","7","Medium Nature Attack Boost","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Tortamon","","3-043","Uncommon","20","2","46","61","66","37","Nature","N/A","Adult","Enemy Attack Down Medium","9","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Reppamon","","3-047","Uncommon","20","2","61","41","69","43","Nature","N/A","Adult","Medium Damage to All","12","Recovery Boost 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Etemon","","3-048","Rare","30","3","70","65","91","72","Nature","N/A","Perfect","Small Enemy Attack Delay","10","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Sagomon","","3-050","Rare","30","3","76","71","88","56","Nature","N/A","Perfect","Enemy Attack Down Large","14","Large Nature Attack Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Leviamon","","3-054","King","60","5","124","154","164","67","Nature","N/A","Ultimate","Weaken Dragon Enemies","11","Nature Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Floramon","","4-040","Common","10","1","19","34","46","26","Nature","N/A","Child","Small Damage Return","5","Small Nature Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lunamon","","4-041","Common","10","1","22","34","49","30","Nature","N/A","Child","Small Damage Return","5","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Woodmon","","4-042","Queen","30","2","98","102","87","97","Nature","N/A","Adult","Nature Release","8","Large Defense Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lilimon","","4-053","Uncommon","20","3","67","68","89","69","Nature","N/A","Perfect","Enemy Defense Down Large","14","Large Absorption","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Xuanwumon","","4-054","King","50","4","96","103","112","97","Nature","N/A","Ultimate","Enemy Attack Down Extra Large","19","Total Recovery","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lekismon","","5-002","Uncommon","20","2","49","56","73","51","Nature","N/A","Adult","Medium Damage Return","7","Nature Release","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Crescemon","","5-003","Rare","30","3","70","73","91","67","Nature","N/A","Perfect","Large Damage Return","10","All Nature","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Plesiomon","","5-011","God","50","6","110","105","120","90","Nature","N/A","Ultimate","Enemy Attack Down Large","19","Large Recovery","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dukemon","","5-013","King","60","7","172","152","96","40","Nature","N/A","Ultimate","Large Damage to All","16","All Nature","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dianamon","","5-014","Queen","40","3","86","86","105","79","Nature","N/A","Ultimate","Weaken All Enemies","15","Big Enemy Attack Delay","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Ceresmon","","5-050","God","60","7","184","134","168","78","Nature","N/A","Ultimate","Recovery Boost 2","8","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lotusmon","","5-052","King","60","6","108","124","137","103","Nature","N/A","Ultimate","All Nine","9","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Betamon","","5-085","Common","10","2","32","41","64","22","Nature","N/A","Child","Small Damage Return","5","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Seadramon","","5-086","Uncommon","20","3","72","99","96","32","Nature","N/A","Adult","Medium Damage Return","7","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Waruseadramon","WaruSeadramon","5-087","Rare","40","4","98","101","109","45","Nature","N/A","Perfect","Small Absorption","6","Dragon Seal","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Alraumon","","5-090","Common","10","2","51","48","44","23","Nature","N/A","Child","Dragon Support","5","Small Nature Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kiwimon","","5-091","Uncommon","20","3","101","88","79","48","Nature","N/A","Adult","Dragon Support","5","Medium Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Sirenmon","","5-092","Queen","40","5","124","108","102","75","Nature","N/A","Perfect","Nature Release","8","Large Attack Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Turuiemon","","5-142","Uncommon","20","4","66","77","67","44","Nature","N/A","Adult","Enemy Attack Down Medium","9","Evolution 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dianamon","","5-209","SP","60","3","188","164","154","147","Nature","N/A","Ultimate","Damage Enemy","15","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dukemon","","5-212","SP","60","7","192","198","164","100","Nature","N/A","Ultimate","Large Damage to All","15","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Leviamon","","5-219","SP","60","5","129","164","185","77","Nature","N/A","Ultimate","Weaken All Enemies","14","Nature Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Ceresmon","","5-220","SP","60","7","192","134","188","99","Nature","N/A","Ultimate","Large Recovery","9","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Grankuwagamon","GranKuwagamon","5-224","SP","50","6","150","160","138","11","Nature","N/A","Ultimate","Damage All Enemies","21","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dukemon","","5-238","God","60","7","176","158","122","112","Nature","N/A","Ultimate","Extra Large Damage to All","19","All Nature","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Hawkmon","","5-247","Common","10","2","23","38","24","18","Nature","N/A","Child","Nature Drive","5","Evolution 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Silphymon","","5-248","Uncommon","30","3","76","119","68","61","Nature","N/A","Perfect","Large Skill Boost","19","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dianamon","","5-269","SP","60","3","188","164","154","147","Nature","N/A","Ultimate","Super-Maximum Shield Barbamon2","6","Big Enemy Attack Delay","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dukemon","","5-272","SP","60","7","192","198","164","100","Nature","N/A","Ultimate","Maximum Delay Attack Demon","14","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kingetemon","KingEtemon","5-321","Rare","30","4","93","92","119","115","Nature","N/A","Ultimate","Big Enemy Attack Delay","15","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Monzaemon","","5-322","Rare","40","4","94","86","102","69","Nature","N/A","Perfect","Medium Recovery","8","Enemy Attack Down Large","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Rosemon","","5-323","King","50","7","113","114","144","137","Nature","N/A","Ultimate","Extra Large Damage Return","13","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Xuanwumon","","5-371","SP","60","4","106","235","202","127","Nature","N/A","Ultimate","Maximum Weaken Attack","22","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Xuanwumon","","5-431","SP","60","4","106","235","202","127","Nature","N/A","Ultimate","Super-Maximum Shield Huanglongmon","6","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Kingetemon","KingEtemon","5-537","Rare","30","4","90","86","101","68","Nature","N/A","Ultimate","Big Enemy Attack Delay","15","Nature Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Monzaemon","","5-538","Rare","40","4","76","82","94","62","Nature","N/A","Perfect","Medium Recovery","8","Enemy Attack Down Large","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Rosemon","","5-539","King","50","7","110","107","130","107","Nature","N/A","Ultimate","Extra Large Damage Return","13","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Atlurkabuterimon","AtlurKabuterimon","5-553","King","50","5","143","143","148","123","Nature","N/A","Perfect","Large Nature Attack Boost","13","Enemy Defense Down Large","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Wendimon","","5-557","Common","20","2","59","58","64","36","Nature","N/A","Adult","Small Enemy Attack Delay","10","Medium Recovery Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Dinobeemon","","5-561","King","50","3","136","111","99","128","Nature","N/A","Perfect","Enemy Attack Down Large","13","Small Enemy Attack Delay","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Silphymon","","5-564","King","50","3","104","128","90","104","Nature","N/A","Perfect","Large Skill Boost","19","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Minotaurmon","","5-565","Queen","40","4","142","124","101","60","Nature","N/A","Adult","Enemy Defense Down Large","14","Dark Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Lilimon","","5-573","SP +","60","3","115","116","126","150","Nature","N/A","Perfect","Enemy Defense Down Large","18","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Jyureimon","","5-575","God","50","3","99","148","172","103","Nature","N/A","Perfect","Recovery Boost 1","6","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Jewelbeemon","JewelBeemon","5-586","King","50","6","145","168","107","117","Nature","N/A","Perfect","Wild Boost","7","Extra Large Damage Return","13","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Tyrantkabuterimon","TyrantKabuterimon","5-587","God","60","6","168","208","137","131","Nature","N/A","Ultimate","Enemy Attack Down Extra Large","18","Large Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
"Nature","Yanmamon","","5-589","Queen","40","5","184","139","104","108","Nature","N/A","Adult","Large Nature Attack Boost","13","Nature Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Nature"
